KodeID	KodeNavn	Tekst	Niva0ID	Niva0Navn	Niva0SortID	Niva1ID	Niva1Navn	Niva2ID	Niva2Navn	Niva3ID	Niva3Navn	Niva4ID	Niva4Navn	MNiva	LasteSeq
W2s4k	W2s4k - Slag, støt eller sammenstøt med gjenstand på skole, høyskole eller i skolegård under verneplikt, militærtjeneste eller siviltjeneste	W2s4k - Slag, støt eller sammenstøt med gjenstand på skole, høyskole eller i skolegård under verneplikt, militærtjeneste eller siviltjeneste	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s4m	W2s4m - Slag, støt eller sammenstøt med gjenstand på skole, høyskole eller i skolegård under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste	W2s4m - Slag, støt eller sammenstøt med gjenstand på skole, høyskole eller i skolegård under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s4p	W2s4p - Slag, støt eller sammenstøt med gjenstand på skole, høyskole eller i skolegård under annen idrett, sport eller mosjon	W2s4p - Slag, støt eller sammenstøt med gjenstand på skole, høyskole eller i skolegård under annen idrett, sport eller mosjon	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s4r	W2s4r - Slag, støt eller sammenstøt med gjenstand på skole, høyskole eller i skolegård under annen aktivitet	W2s4r - Slag, støt eller sammenstøt med gjenstand på skole, høyskole eller i skolegård under annen aktivitet	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s4y	W2s4y - Slag, støt eller sammenstøt med gjenstand på skole, høyskole eller i skolegård under ukjent aktivitet	W2s4y - Slag, støt eller sammenstøt med gjenstand på skole, høyskole eller i skolegård under ukjent aktivitet	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s5a	W2s5a - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i industri, bergverk, olje eller gass	W2s5a - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i industri, bergverk, olje eller gass	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s5b	W2s5b - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i bygg og anlegg	W2s5b - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i bygg og anlegg	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s5c	W2s5c - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel	W2s5c - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s5d	W2s5d - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon i jordbruk eller skogbruk	W2s5d - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon i jordbruk eller skogbruk	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s5e	W2s5e - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid med fiske eller fangst	W2s5e - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid med fiske eller fangst	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s5f	W2s5f - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i det militære forsvar	W2s5f - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i det militære forsvar	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s5g	W2s5g - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i politi eller fengselsvesen	W2s5g - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i politi eller fengselsvesen	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s5h	W2s5h - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i annen næring	W2s5h - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i annen næring	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s5i	W2s5i - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i ukjent eller ikke spesifisert næring	W2s5i - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i ukjent eller ikke spesifisert næring	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s5j	W2s5j - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under utdanning	W2s5j - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under utdanning	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s5k	W2s5k - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under verneplikt, militærtjeneste eller siviltjeneste	W2s5k - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under verneplikt, militærtjeneste eller siviltjeneste	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s5m	W2s5m - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste	W2s5m - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s5p	W2s5p - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under annen idrett, sport eller mosjon	W2s5p - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under annen idrett, sport eller mosjon	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s5r	W2s5r - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under annen aktivitet	W2s5r - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under annen aktivitet	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s5y	W2s5y - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under ukjent aktivitet	W2s5y - Slag, støt eller sammenstøt med gjenstand i somatisk eller psykiatrisk sykehus eller helseinstitusjon under ukjent aktivitet	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s6a	W2s6a - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i industri, bergverk, olje eller gass	W2s6a - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i industri, bergverk, olje eller gass	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s6b	W2s6b - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i bygg og anlegg	W2s6b - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i bygg og anlegg	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s6c	W2s6c - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel	W2s6c - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s6d	W2s6d - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem i jordbruk eller skogbruk	W2s6d - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem i jordbruk eller skogbruk	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s6e	W2s6e - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid med fiske eller fangst	W2s6e - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid med fiske eller fangst	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s6f	W2s6f - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i det militære forsvar	W2s6f - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i det militære forsvar	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s6g	W2s6g - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i politi eller fengselsvesen	W2s6g - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i politi eller fengselsvesen	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s6h	W2s6h - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i annen næring	W2s6h - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i annen næring	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s6i	W2s6i - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i ukjent eller ikke spesifisert næring	W2s6i - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i ukjent eller ikke spesifisert næring	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s6j	W2s6j - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under utdanning	W2s6j - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under utdanning	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s6k	W2s6k - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under verneplikt, militærtjeneste eller siviltjeneste	W2s6k - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under verneplikt, militærtjeneste eller siviltjeneste	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s6m	W2s6m - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste	W2s6m - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s6p	W2s6p - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under annen idrett, sport eller mosjon	W2s6p - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under annen idrett, sport eller mosjon	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s6r	W2s6r - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under annen aktivitet	W2s6r - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under annen aktivitet	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s6y	W2s6y - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under ukjent aktivitet	W2s6y - Slag, støt eller sammenstøt med gjenstand i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under ukjent aktivitet	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s7a	W2s7a - Slag, støt eller sammenstøt med gjenstand i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid i industri, bergverk, olje eller gass	W2s7a - Slag, støt eller sammenstøt med gjenstand i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid i industri, bergverk, olje eller gass	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s7b	W2s7b - Slag, støt eller sammenstøt med gjenstand i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid i bygg og anlegg	W2s7b - Slag, støt eller sammenstøt med gjenstand i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid i bygg og anlegg	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s7c	W2s7c - Slag, støt eller sammenstøt med gjenstand i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel	W2s7c - Slag, støt eller sammenstøt med gjenstand i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s7d	W2s7d - Slag, støt eller sammenstøt med gjenstand i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon i jordbruk eller skogbruk	W2s7d - Slag, støt eller sammenstøt med gjenstand i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon i jordbruk eller skogbruk	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
W2s7e	W2s7e - Slag, støt eller sammenstøt med gjenstand i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid med fiske eller fangst	W2s7e - Slag, støt eller sammenstøt med gjenstand i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid med fiske eller fangst	Kapittel XX	Kapittel XX - (V0n-Y98) Ytre årsaker til sykdommer, skader og dødsfall	NULL	V0n-X59	V0n-X59 - Ulykker  og uhell	W0n-X59	W0n-X59 - Andre ulykker  og uhell enn transportulykker	W2s-W4t	W2s-W4t - Ulykke og uhell med ikke-levende mekaniske krefter	W2s	W2s - Slag, støt, sammenstøt med gjenstand	6	NULL
