KodeID	KodeNavn	Tekst	Niva0ID	Niva0Navn	Niva0SortID	Niva1ID	Niva1Navn	Niva2ID	Niva2Navn	Niva3ID	Niva3Navn	Niva4ID	Niva4Navn	MNiva	LasteSeq
-2	Ikke valgt/registrert	Ikke valgt/registrert	-2	Ikke valgt/registrert	1	-2	Ikke valgt/registrert	-2	Ikke valgt/registrert	-2	Ikke valgt/registrert	-2	Ikke valgt/registrert	1	NULL
-1	Ukjent	Ukjent	-1	Ukjent	1	-1	Ukjent	-1	Ukjent	-1	Ukjent	-1	Ukjent	1	NULL
Kapittel I (A00-B99)	Kapittel I (A00-B99) - Visse infeksjonssykdommer og parasittsykdommer	Visse infeksjonssykdommer og parasittsykdommer	Kapittel I (A00-B99)	Kapittel I (A00-B99) - Visse infeksjonssykdommer og parasittsykdommer	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1
(A00-A09)	(A00-A09) - Infeksiøse tarmsykdommer	Infeksiøse tarmsykdommer	Kapittel I (A00-B99)	Kapittel I (A00-B99) - Visse infeksjonssykdommer og parasittsykdommer	1	(A00-A09)	(A00-A09) - Infeksiøse tarmsykdommer	NULL	NULL	NULL	NULL	NULL	NULL	1	2
A00	A00 - Kolera (cholera)	A00 - Kolera (cholera)	Kapittel I	Kapittel I - (A00-B99) Visse infeksjonssykdommer og parasittsykdommer	NULL	A00-A09	A00-A09 - Infeksiøse tarmsykdommer	A00	A00 - Kolera (cholera)	A00	A00 - Kolera (cholera)	A00	A00 - Kolera (cholera)	3	NULL
A000	A000 - Kolera som skyldes Vibrio cholerae 01, biovar cholerae	A000 - Kolera som skyldes Vibrio cholerae 01, biovar cholerae	Kapittel I	Kapittel I - (A00-B99) Visse infeksjonssykdommer og parasittsykdommer	NULL	A00-A09	A00-A09 - Infeksiøse tarmsykdommer	A00	A00 - Kolera (cholera)	A000	A000 - Kolera som skyldes Vibrio cholerae 01, biovar cholerae	A000	A000 - Kolera som skyldes Vibrio cholerae 01, biovar cholerae	4	NULL
A001	A001 - Kolera som skyldes Vibrio cholerae 01, biovar eltor	A001 - Kolera som skyldes Vibrio cholerae 01, biovar eltor	Kapittel I	Kapittel I - (A00-B99) Visse infeksjonssykdommer og parasittsykdommer	NULL	A00-A09	A00-A09 - Infeksiøse tarmsykdommer	A00	A00 - Kolera (cholera)	A001	A001 - Kolera som skyldes Vibrio cholerae 01, biovar eltor	A001	A001 - Kolera som skyldes Vibrio cholerae 01, biovar eltor	4	NULL
A009	A009 - Uspesifisert kolera	A009 - Uspesifisert kolera	Kapittel I	Kapittel I - (A00-B99) Visse infeksjonssykdommer og parasittsykdommer	NULL	A00-A09	A00-A09 - Infeksiøse tarmsykdommer	A00	A00 - Kolera (cholera)	A009	A009 - Uspesifisert kolera	A009	A009 - Uspesifisert kolera	4	NULL
A01	A01 - Tyfoidfeber og paratyfoidfeber	A01 - Tyfoidfeber og paratyfoidfeber	Kapittel I	Kapittel I - (A00-B99) Visse infeksjonssykdommer og parasittsykdommer	NULL	A00-A09	A00-A09 - Infeksiøse tarmsykdommer	A01	A01 - Tyfoidfeber og paratyfoidfeber	A01	A01 - Tyfoidfeber og paratyfoidfeber	A01	A01 - Tyfoidfeber og paratyfoidfeber	3	NULL
A010	A010 - Tyfoidfeber	A010 - Tyfoidfeber	Kapittel I	Kapittel I - (A00-B99) Visse infeksjonssykdommer og parasittsykdommer	NULL	A00-A09	A00-A09 - Infeksiøse tarmsykdommer	A01	A01 - Tyfoidfeber og paratyfoidfeber	A010	A010 - Tyfoidfeber	A010	A010 - Tyfoidfeber	4	NULL
A011	A011 - Paratyfoidfeber A	A011 - Paratyfoidfeber A	Kapittel I	Kapittel I - (A00-B99) Visse infeksjonssykdommer og parasittsykdommer	NULL	A00-A09	A00-A09 - Infeksiøse tarmsykdommer	A01	A01 - Tyfoidfeber og paratyfoidfeber	A011	A011 - Paratyfoidfeber A	A011	A011 - Paratyfoidfeber A	4	NULL
A012	A012 - Paratyfoidfeber B	A012 - Paratyfoidfeber B	Kapittel I	Kapittel I - (A00-B99) Visse infeksjonssykdommer og parasittsykdommer	NULL	A00-A09	A00-A09 - Infeksiøse tarmsykdommer	A01	A01 - Tyfoidfeber og paratyfoidfeber	A012	A012 - Paratyfoidfeber B	A012	A012 - Paratyfoidfeber B	4	NULL
A013	A013 - Paratyfoidfeber C	A013 - Paratyfoidfeber C	Kapittel I	Kapittel I - (A00-B99) Visse infeksjonssykdommer og parasittsykdommer	NULL	A00-A09	A00-A09 - Infeksiøse tarmsykdommer	A01	A01 - Tyfoidfeber og paratyfoidfeber	A013	A013 - Paratyfoidfeber C	A013	A013 - Paratyfoidfeber C	4	NULL
A014	A014 - Uspesifisert paratyfoidfeber	A014 - Uspesifisert paratyfoidfeber	Kapittel I	Kapittel I - (A00-B99) Visse infeksjonssykdommer og parasittsykdommer	NULL	A00-A09	A00-A09 - Infeksiøse tarmsykdommer	A01	A01 - Tyfoidfeber og paratyfoidfeber	A014	A014 - Uspesifisert paratyfoidfeber	A014	A014 - Uspesifisert paratyfoidfeber	4	NULL
A02	A02 - Andre salmonellainfeksjoner	A02 - Andre salmonellainfeksjoner	Kapittel I	Kapittel I - (A00-B99) Visse infeksjonssykdommer og parasittsykdommer	NULL	A00-A09	A00-A09 - Infeksiøse tarmsykdommer	A02	A02 - Andre salmonellainfeksjoner	A02	A02 - Andre salmonellainfeksjoner	A02	A02 - Andre salmonellainfeksjoner	3	NULL
A020	A020 - Salmonellaenteritt	A020 - Salmonellaenteritt	Kapittel I	Kapittel I - (A00-B99) Visse infeksjonssykdommer og parasittsykdommer	NULL	A00-A09	A00-A09 - Infeksiøse tarmsykdommer	A02	A02 - Andre salmonellainfeksjoner	A020	A020 - Salmonellaenteritt	A020	A020 - Salmonellaenteritt	4	NULL
A021	A021 - Salmonellasepsis	A021 - Salmonellasepsis	Kapittel I	Kapittel I - (A00-B99) Visse infeksjonssykdommer og parasittsykdommer	NULL	A00-A09	A00-A09 - Infeksiøse tarmsykdommer	A02	A02 - Andre salmonellainfeksjoner	A021	A021 - Salmonellasepsis	A021	A021 - Salmonellasepsis	4	NULL
A022	A022 - Lokalisert salmonellainfeksjon	A022 - Lokalisert salmonellainfeksjon	Kapittel I	Kapittel I - (A00-B99) Visse infeksjonssykdommer og parasittsykdommer	NULL	A00-A09	A00-A09 - Infeksiøse tarmsykdommer	A02	A02 - Andre salmonellainfeksjoner	A022	A022 - Lokalisert salmonellainfeksjon	A022	A022 - Lokalisert salmonellainfeksjon	4	NULL
A028	A028 - Annen spesifisert salmonellainfeksjon	A028 - Annen spesifisert salmonellainfeksjon	Kapittel I	Kapittel I - (A00-B99) Visse infeksjonssykdommer og parasittsykdommer	NULL	A00-A09	A00-A09 - Infeksiøse tarmsykdommer	A02	A02 - Andre salmonellainfeksjoner	A028	A028 - Annen spesifisert salmonellainfeksjon	A028	A028 - Annen spesifisert salmonellainfeksjon	4	NULL
A029	A029 - Uspesifisert salmonellainfeksjon	A029 - Uspesifisert salmonellainfeksjon	Kapittel I	Kapittel I - (A00-B99) Visse infeksjonssykdommer og parasittsykdommer	NULL	A00-A09	A00-A09 - Infeksiøse tarmsykdommer	A02	A02 - Andre salmonellainfeksjoner	A029	A029 - Uspesifisert salmonellainfeksjon	A029	A029 - Uspesifisert salmonellainfeksjon	4	NULL
H150	H150 - Skleritt	H150 - Skleritt	Kapittel VII	Kapittel VII - (H00-H59) Sykdommer i øyet og øyets omgivelser	NULL	H15-H22	H15-H22 - Sykdommer i senehinne, hornhinne, regnbuehinne og strålelegeme	H15	H15 - Sykdommer i senehinne	H150	H150 - Skleritt	H150	H150 - Skleritt	4	NULL
H151	H151 - Episkleritt	H151 - Episkleritt	Kapittel VII	Kapittel VII - (H00-H59) Sykdommer i øyet og øyets omgivelser	NULL	H15-H22	H15-H22 - Sykdommer i senehinne, hornhinne, regnbuehinne og strålelegeme	H15	H15 - Sykdommer i senehinne	H151	H151 - Episkleritt	H151	H151 - Episkleritt	4	NULL
H163	H163 - Interstitiell eller dyp keratitt	H163 - Interstitiell eller dyp keratitt	Kapittel VII	Kapittel VII - (H00-H59) Sykdommer i øyet og øyets omgivelser	NULL	H15-H22	H15-H22 - Sykdommer i senehinne, hornhinne, regnbuehinne og strålelegeme	H16	H16 - Keratitt	H163	H163 - Interstitiell eller dyp keratitt	H163	H163 - Interstitiell eller dyp keratitt	4	NULL
F0624	Organisk paranoid lidelse med andre blandede symptomer	Organisk paranoid lidelse med andre blandede symptomer	Kapittel V (F00-F99)	Kapittel V (F00-F99) - Psykiske lidelser og atferdsforstyrrelser	5	(F00-F09)	(F00-F09) - Organiske, inklusive symptomatiske, psykiske lidelser	F06	F06 - Andre psykiske lidelser som skyldes skade eller dysfunksjon i hjernen eller fysisk sykdom	F062	F062 - Organisk paranoid lidelse [schizofrenilignende lidelse]	F0624	Organisk paranoid lidelse med andre blandede symptomer	4	6956
F063	F063 - Organisk affektiv lidelse [stemningslidelse]	F063 - Organisk affektiv lidelse [stemningslidelse]	Kapittel V	Kapittel V - (F00-F99) Psykiske lidelser og atferdsforstyrrelser	NULL	F00-F09	F00-F09 - Organiske, inklusive symptomatiske, psykiske lidelser	F06	F06 - Andre psykiske lidelser som skyldes skade eller dysfunksjon i hjernen eller fysisk sykdom	F063	F063 - Organisk affektiv lidelse [stemningslidelse]	F063	F063 - Organisk affektiv lidelse [stemningslidelse]	4	NULL
F0630	F0630 - Organisk manisk lidelse	F0630 - Organisk manisk lidelse	Kapittel V	Kapittel V - (F00-F99) Psykiske lidelser og atferdsforstyrrelser	NULL	F00-F09	F00-F09 - Organiske, inklusive symptomatiske, psykiske lidelser	F06	F06 - Andre psykiske lidelser som skyldes skade eller dysfunksjon i hjernen eller fysisk sykdom	F063	F063 - Organisk affektiv lidelse [stemningslidelse]	F0630	F0630 - Organisk manisk lidelse	5	NULL
F0631	F0631 - Organisk bipolar lidelse	F0631 - Organisk bipolar lidelse	Kapittel V	Kapittel V - (F00-F99) Psykiske lidelser og atferdsforstyrrelser	NULL	F00-F09	F00-F09 - Organiske, inklusive symptomatiske, psykiske lidelser	F06	F06 - Andre psykiske lidelser som skyldes skade eller dysfunksjon i hjernen eller fysisk sykdom	F063	F063 - Organisk affektiv lidelse [stemningslidelse]	F0631	F0631 - Organisk bipolar lidelse	5	NULL
F0632	F0632 - Organisk depressiv lidelse	F0632 - Organisk depressiv lidelse	Kapittel V	Kapittel V - (F00-F99) Psykiske lidelser og atferdsforstyrrelser	NULL	F00-F09	F00-F09 - Organiske, inklusive symptomatiske, psykiske lidelser	F06	F06 - Andre psykiske lidelser som skyldes skade eller dysfunksjon i hjernen eller fysisk sykdom	F063	F063 - Organisk affektiv lidelse [stemningslidelse]	F0632	F0632 - Organisk depressiv lidelse	5	NULL
F0633	F0633 - Organisk blandet affektiv lidelse	F0633 - Organisk blandet affektiv lidelse	Kapittel V	Kapittel V - (F00-F99) Psykiske lidelser og atferdsforstyrrelser	NULL	F00-F09	F00-F09 - Organiske, inklusive symptomatiske, psykiske lidelser	F06	F06 - Andre psykiske lidelser som skyldes skade eller dysfunksjon i hjernen eller fysisk sykdom	F063	F063 - Organisk affektiv lidelse [stemningslidelse]	F0633	F0633 - Organisk blandet affektiv lidelse	5	NULL
F0640	Organisk angstlidelse uten tilleggssymptom	Organisk angstlidelse uten tilleggssymptom	Kapittel V (F00-F99)	Kapittel V (F00-F99) - Psykiske lidelser og atferdsforstyrrelser	5	(F00-F09)	(F00-F09) - Organiske, inklusive symptomatiske, psykiske lidelser	F06	F06 - Andre psykiske lidelser som skyldes skade eller dysfunksjon i hjernen eller fysisk sykdom	F064	F064 - Organisk angstlidelse	F0640	Organisk angstlidelse uten tilleggssymptom	4	6963
F0641	Organisk angstlidelse med hovedsakelig vrangforestilling som annet symptom	Organisk angstlidelse med hovedsakelig vrangforestilling som annet symptom	Kapittel V (F00-F99)	Kapittel V (F00-F99) - Psykiske lidelser og atferdsforstyrrelser	5	(F00-F09)	(F00-F09) - Organiske, inklusive symptomatiske, psykiske lidelser	F06	F06 - Andre psykiske lidelser som skyldes skade eller dysfunksjon i hjernen eller fysisk sykdom	F064	F064 - Organisk angstlidelse	F0641	Organisk angstlidelse med hovedsakelig vrangforestilling som annet symptom	4	6964
F0642	Organisk angstlidelse med hovedsakelig hallusinasjon som annet symptom	Organisk angstlidelse med hovedsakelig hallusinasjon som annet symptom	Kapittel V (F00-F99)	Kapittel V (F00-F99) - Psykiske lidelser og atferdsforstyrrelser	5	(F00-F09)	(F00-F09) - Organiske, inklusive symptomatiske, psykiske lidelser	F06	F06 - Andre psykiske lidelser som skyldes skade eller dysfunksjon i hjernen eller fysisk sykdom	F064	F064 - Organisk angstlidelse	F0642	Organisk angstlidelse med hovedsakelig hallusinasjon som annet symptom	4	6965
F0643	Organisk angstlidelse med hovedsakelig depressivitet som annet symptom	Organisk angstlidelse med hovedsakelig depressivitet som annet symptom	Kapittel V (F00-F99)	Kapittel V (F00-F99) - Psykiske lidelser og atferdsforstyrrelser	5	(F00-F09)	(F00-F09) - Organiske, inklusive symptomatiske, psykiske lidelser	F06	F06 - Andre psykiske lidelser som skyldes skade eller dysfunksjon i hjernen eller fysisk sykdom	F064	F064 - Organisk angstlidelse	F0643	Organisk angstlidelse med hovedsakelig depressivitet som annet symptom	4	6966
F0644	Organisk angstlidelse med andre blandede symptomer	Organisk angstlidelse med andre blandede symptomer	Kapittel V (F00-F99)	Kapittel V (F00-F99) - Psykiske lidelser og atferdsforstyrrelser	5	(F00-F09)	(F00-F09) - Organiske, inklusive symptomatiske, psykiske lidelser	F06	F06 - Andre psykiske lidelser som skyldes skade eller dysfunksjon i hjernen eller fysisk sykdom	F064	F064 - Organisk angstlidelse	F0644	Organisk angstlidelse med andre blandede symptomer	4	6967
M0023	M0023 - Artritt eller polyartritt med andre streptokokker, i håndledd	M0023 - Artritt eller polyartritt med andre streptokokker, i håndledd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M002	M002 - Artritt eller polyartritt med andre streptokokker	6	NULL
M0024	M0024 - Artritt eller polyartritt med andre streptokokker, i ledd mellom knokler i hånd	M0024 - Artritt eller polyartritt med andre streptokokker, i ledd mellom knokler i hånd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M002	M002 - Artritt eller polyartritt med andre streptokokker	6	NULL
M022	M022 - Leddlidelse etter vaksinasjon	M022 - Leddlidelse etter vaksinasjon	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M02	M02 - Reaktive leddlidelser	M022	M022 - Leddlidelse etter vaksinasjon	5	NULL
M023	M023 - Reiters sykdom	M023 - Reiters sykdom	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M02	M02 - Reaktive leddlidelser	M023	M023 - Reiters sykdom	5	NULL
M0230	M0230 - Reiters sykdom i flere lokalisasjoner	M0230 - Reiters sykdom i flere lokalisasjoner	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M02	M02 - Reaktive leddlidelser	M023	M023 - Reiters sykdom	6	NULL
M0025	M0025 - Artritt eller polyartritt med andre streptokokker, i hofteledd eller sakroiliakalledd	M0025 - Artritt eller polyartritt med andre streptokokker, i hofteledd eller sakroiliakalledd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M002	M002 - Artritt eller polyartritt med andre streptokokker	6	NULL
M0026	M0026 - Artritt eller polyartritt med andre streptokokker, i kneledd	M0026 - Artritt eller polyartritt med andre streptokokker, i kneledd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M002	M002 - Artritt eller polyartritt med andre streptokokker	6	NULL
M0027	M0027 - Artritt eller polyartritt med andre streptokokker, i ankel eller ledd mellom knokler i fot	M0027 - Artritt eller polyartritt med andre streptokokker, i ankel eller ledd mellom knokler i fot	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M002	M002 - Artritt eller polyartritt med andre streptokokker	6	NULL
M0028	M0028 - Artritt eller polyartritt med andre streptokokker, i annen lokalisasjon	M0028 - Artritt eller polyartritt med andre streptokokker, i annen lokalisasjon	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M002	M002 - Artritt eller polyartritt med andre streptokokker	6	NULL
M0029	M0029 - Artritt eller polyartritt med andre streptokokker, i uspesifisert lokalisasjon	M0029 - Artritt eller polyartritt med andre streptokokker, i uspesifisert lokalisasjon	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M002	M002 - Artritt eller polyartritt med andre streptokokker	6	NULL
M008	M008 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme	M008 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M008	M008 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme	5	NULL
M0080	M0080 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i flere lokalisasjoner	M0080 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i flere lokalisasjoner	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M008	M008 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme	6	NULL
M0081	M0081 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i skulderregionen	M0081 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i skulderregionen	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M008	M008 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme	6	NULL
M0082	M0082 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i albue	M0082 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i albue	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M008	M008 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme	6	NULL
M8625	M8625 - Subakutt osteomyelitt i bekkenregion eller lår	M8625 - Subakutt osteomyelitt i bekkenregion eller lår	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M80-M94	M80-M94 - Ben- og brusklidelser	M86-M90	M86-M90 - Andre benlidelser	M86	M86 - Osteomyelitt (osteomyelitis)	M862	M862 - Subakutt osteomyelitt	6	NULL
M8626	M8626 - Subakutt osteomyelitt i kne eller legg	M8626 - Subakutt osteomyelitt i kne eller legg	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M80-M94	M80-M94 - Ben- og brusklidelser	M86-M90	M86-M90 - Andre benlidelser	M86	M86 - Osteomyelitt (osteomyelitis)	M862	M862 - Subakutt osteomyelitt	6	NULL
M0083	M0083 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i håndledd	M0083 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i håndledd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M008	M008 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme	6	NULL
M0084	M0084 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i ledd mellom knokler i hånd	M0084 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i ledd mellom knokler i hånd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M008	M008 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme	6	NULL
M0231	M0231 - Reiters sykdom i skulderregionen	M0231 - Reiters sykdom i skulderregionen	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M02	M02 - Reaktive leddlidelser	M023	M023 - Reiters sykdom	6	NULL
M0232	M0232 - Reiters sykdom i albue	M0232 - Reiters sykdom i albue	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M02	M02 - Reaktive leddlidelser	M023	M023 - Reiters sykdom	6	NULL
M0233	M0233 - Reiters sykdom i håndledd	M0233 - Reiters sykdom i håndledd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M02	M02 - Reaktive leddlidelser	M023	M023 - Reiters sykdom	6	NULL
M0085	M0085 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i hofteledd eller sakroiliakalledd	M0085 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i hofteledd eller sakroiliakalledd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M008	M008 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme	6	NULL
M0086	M0086 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i kneledd	M0086 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i kneledd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M008	M008 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme	6	NULL
M0087	M0087 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i ankel eller ledd mellom knokler i fot	M0087 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i ankel eller ledd mellom knokler i fot	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M008	M008 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme	6	NULL
M0088	M0088 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i annen lokalisasjon	M0088 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i annen lokalisasjon	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M008	M008 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme	6	NULL
M0089	M0089 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i uspesifisert lokalisasjon	M0089 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i uspesifisert lokalisasjon	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M008	M008 - Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme	6	NULL
M0090	M0090 - Uspesifisert pyogen artritti flere lokalisasjoner	M0090 - Uspesifisert pyogen artritti flere lokalisasjoner	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M009	M009 - Uspesifisert pyogen artritt	6	NULL
M0091	M0091 - Uspesifisert pyogen artritt i skulderregionen	M0091 - Uspesifisert pyogen artritt i skulderregionen	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M009	M009 - Uspesifisert pyogen artritt	6	NULL
M0092	M0092 - Uspesifisert pyogen artritt i albue	M0092 - Uspesifisert pyogen artritt i albue	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M009	M009 - Uspesifisert pyogen artritt	6	NULL
